,original_title,genres,vote_average,category
44281,Silent Youth,Drama,3.8,Bad
44282,Kidnap,"Drama, Thriller",6,Good
44283,Titanic: The Final Word with James Cameron,"Documentary, History",6.6,Good
44284,Les Enfants de la Pluie,"Animation, Adventure",7.6,Good
44285,ഉസ്‌താദ്‌ Hotel,"Drama, Family",7.2,Good
44286,Underworld: Endless War,"Action, Animation, Horror",5.6,Good
44287,Bi xie jian,"Action, Foreign",6.5,Good
44288,喜欢你,"Comedy, Romance",6.5,Good
44289,Appetites,"Horror, Thriller",3.5,Bad
44290,అల్లుడా మజాకా,,7.5,Good
44291,Mordkommission Berlin 1,Crime,6.5,Good
44292,Сибириада,"War, Drama, History",6.3,Good
44294,Never So Few,"Action, Drama, War",6.1,Good
44297,The Thoughts That Once We Had,Documentary,6,Good
44298,Flic ou Voyou,"Action, Comedy, Crime",6.4,Good
44300,Apprentice,Drama,8.1,Very Good
44302,The Meyerowitz Stories,Comedy,5.4,Good
44303,War Machine,"Comedy, Drama, War",5.8,Good
44304,Anjelah Johnson: The Homecoming Show,Comedy,4,Bad
44305,"Arrivederci amore, ciao","Drama, Thriller, Crime",6.6,Good
44306,The Paradise Suite,Drama,7.6,Good
44308,Aaaaaaaah!,"Comedy, Horror, Thriller",5.5,Good
44309,Seuls Two,Comedy,5.1,Good
44310,La Tour Montparnasse Infernale,Comedy,6.6,Good
44311,Mohamed Dubois,Comedy,4.8,Bad
44312,Halal Police d'Etat,Comedy,4.5,Bad
44313,Hangar 10,"Thriller, Horror, Science Fiction",4.4,Bad
44314,III,"Thriller, Drama, Horror",5.7,Good
44316,Beur sur la ville,Comedy,4.4,Bad
44317,Szelíd teremtés - A Frankenstein-terv,"Drama, Foreign",5,Good
44318,Becoming Bond,"Documentary, Comedy",7.1,Good
44319,Pretty as a Picture: The Art of David Lynch,Documentary,7.4,Good
44320,The Prisoner of Second Avenue,Comedy,6,Good
44322,Vir Das: Abroad Understanding,Comedy,7,Good
44323,"Norm Macdonald: Hitler's Dog, Gossip & Trickery",Comedy,7.3,Good
44324,Lenny Cooke,Documentary,7,Good
44325,Skoryy 'Moskva-Rossiya',Comedy,3.3,Bad
44326,Best Worst Thing That Ever Could Have Happened...,Documentary,6,Good
44327,Soleil rouge,"Action, Western",6.9,Good
44328,El Crack,"Crime, Drama, Thriller",6.1,Good
44330,Wakefield,Drama,6.3,Good
44332,Zhenshchiny,"Drama, Romance",5,Good
44334,Laavor et hakir,"Comedy, Romance",6,Good
44335,Red Nose Day Actually,"TV Movie, Comedy, Romance",7.7,Good
44336,Whitney: Can I Be Me,"Music, Documentary",6.1,Good
44337,Valerian and the City of a Thousand Planets,"Adventure, Science Fiction, Action",6.7,Good
44338,The Mad Scientist,"Action, Animation",7.3,Good
44339,The Underground World,,6.5,Good
44340,SF Shinseiki Lensman,"Animation, Action, Science Fiction",6.8,Good
44341,Classic Albums : The Who - Who's Next,"Music, Documentary",7.5,Good
44343,El Super,Comedy,7,Good
44344,The Gracefield Incident,"Horror, Science Fiction, Action",4.7,Bad
44345,銀河英雄伝説外伝／新たなる戦いの序曲（オーヴァチュア）,"Animation, Science Fiction",7.2,Good
44346,Молот,"Action, Drama",6,Good
44347,Autobahnraser,Action,4.3,Bad
44349,Shadow World,Documentary,8.3,Very Good
44350,Warning: This Drug May Kill You,"TV Movie, Documentary",7,Good
44351,Maksim Perepelitsa,Comedy,6.7,Good
44352,The Mars Generation,Documentary,7.5,Good
44353,The Northlander,"Adventure, Fantasy, Science Fiction",5.3,Good
44354,Requiem,"Action, Horror, Thriller",5,Good
44355,Magyar vándor,"Adventure, Comedy",5.6,Good
44356,Kincsem,"Romance, Adventure, Drama, History",5.3,Good
44357,Az aranyember,"Romance, Drama, History",7.8,Good
44358,Sose halunk meg!,,5,Good
44359,Willy The Sparrow,"Family, Animation",5.3,Good
44360,Csapd le csacsi!,,7.8,Good
44361,"Isten hozta, őrnagy úr!","Drama, War, Comedy",5.9,Good
44362,Abigél,Drama,6.5,Good
44363,Macskafogó,"Animation, Family",8,Very Good
44364,Парень с нашего кладбища,"Thriller, Comedy, Mystery",5.4,Good
44365,"Ух ты, говорящая рыба!","Comedy, Animation, Fantasy, Family",8.7,Very Good
44366,"Abraxas, Guardian of the Universe","Adventure, Science Fiction, Action",4,Bad
44367,Путешествие муравья,Animation,9,Very Good
44368,The Black Raven,Mystery,5.3,Good
44369,Sharpe's Rifles,"Action, Adventure, History, War",5.6,Good
44370,Picture of Light,Documentary,6.4,Good
44371,Kaos,"Mystery, Romance, Drama, Comedy, Fantasy",7.7,Good
44372,Lucky Bastard,"Thriller, Drama, Crime",3.8,Bad
44373,What on Earth!,Animation,6.5,Good
44374,목숨 건 연애,"Romance, Thriller, Comedy",7.7,Good
44375,アフロ田中,Comedy,3.2,Bad
44376,ライアーゲーム -再生-,Drama,5.8,Good
44379,Urs al-Jalil,"Drama, Romance",5.5,Good
44380,Jimi Hendrix: Electric Church,"Music, Documentary",7.2,Good
44384,Zhit,,7.1,Good
44385,Loev,"Drama, Romance",5.4,Good
44386,The Pass,Drama,7.2,Good
44387,Texas Rising,"Drama, TV Movie, Western",5.6,Good
44388,Home of the Brave,Music,7.5,Good
44389,Radiant City,Documentary,7,Good
44390,Hasan Minhaj: Homecoming King,Comedy,8.1,Very Good
44391,Metalocalypse: The Doomstar Requiem,"Animation, Music, Comedy, Drama",7.7,Good
44392,如果·愛,"Drama, Music, Romance",7,Good
44394,Happy Burnout,Comedy,5.3,Good
44395,Fedora,"Drama, Romance",6.1,Good
44397,Notte prima degli esami,Comedy,6.3,Good
44398,Intimnye Mesta,"Drama, Romance",4.5,Bad
44399,Poka Noch ne Razluchit,Comedy,7.5,Good
44400,Les Yeux jaunes des crocodiles,Drama,6.1,Good
44401,Kalo Pothi,Drama,5,Good
44402,Among the Believers,Documentary,7,Good
44403,Behemoth - Schwarzer Drache,Documentary,8.5,Very Good
44404,Sex and Broadcasting,,8,Very Good
44405,The Dust Storm,"Romance, Drama, Music",6,Good
44406,Ostatni dzień lata,"Drama, Romance",6.3,Good
44407,Sarah Silverman: A Speck of Dust,Comedy,7.7,Good
44408,Le coup du parapluie,Comedy,6.5,Good
44411,Taekwondo,"Drama, Romance",7.8,Good
44412,La Fille du patron,"Comedy, Drama, Romance",5.4,Good
44413,Tri bogatyrya i Morskoy tsar,,5.5,Good
44414,Вурдалаки,"Horror, Action, Fantasy, Thriller",5,Good
44416,Allen Iverson: The Answer,"Documentary, TV Movie",9,Very Good
44417,The Magic Roundabout,"Animation, Family",5.6,Good
44418,Negociador,Comedy,6.6,Good
44419,Breakdown Lane,"Drama, Horror, Thriller",4,Bad
44420,Rock'n Roll,"Comedy, Music",5.4,Good
44421,Black Butterfly,Thriller,6.5,Good
44422,I Am Jane Doe,"Crime, Documentary",6.7,Good
44424,Girls Nite Out,Horror,4.7,Bad
44426,முதல்வன்,"Foreign, Thriller",6.3,Good
44427,Home Sweet Home,"Horror, Thriller",4.9,Bad
44428,Нирвана,"Drama, Romance",4.7,Bad
44429,Cannibal,"Drama, Horror, Thriller, Crime",6.4,Good
44430,Interceptors,"Action, Thriller, Science Fiction",4.2,Bad
44431,Nemesis,"Science Fiction, Thriller",5.3,Good
44432,Superfantozzi,Comedy,6.3,Good
44433,Skinhead Attitude,"Documentary, Foreign",8,Very Good
44434,Boudu,Comedy,4.6,Bad
44436,Doktor Aybolit,"Animation, Comedy, Adventure",3.05,Bad
44437,977,"Drama, Science Fiction",3.05,Bad
44438,Kremen,"Crime, Drama",4,Bad
44439,Interdevochka,"Drama, Romance",5.7,Good
44440,Frost,"Horror, Science Fiction, Thriller",4.6,Bad
44441,Земля Санникова,"Fantasy, Adventure",6.9,Good
44442,Внеземной,"Drama, Science Fiction",6.7,Good
44443,Богиня: как я полюбила,Drama,4.1,Bad
44444,Gamer,"Action, Thriller, Science Fiction, Foreign",3.2,Bad
44445,Zhest,"Crime, Horror, Thriller",3.5,Bad
44446,Star Command,"Drama, Science Fiction, Thriller",4.3,Bad
44447,Bonjour sourire !,Comedy,6.7,Good
44448,La Vie à deux,Comedy,6.5,Good
44449,Les Bons Vivants,"Comedy, Drama",6,Good
44450,Deadly Species,Horror,3.2,Bad
44452,Ah ! Les belles bacchantes,Comedy,4.5,Bad
44453,Las doce sillas,Comedy,6.5,Good
44454,Il secondo tragico Fantozzi,Comedy,7.5,Good
44455,Jungfrauen-Report,"Comedy, Drama, Horror",4,Bad
44457,They Are Among Us,"Horror, Science Fiction, Thriller, TV Movie",4.5,Bad
44458,L'educazione sentimentale di Eugenie,,8,Very Good
44459,The Da Vinci Treasure,"Mystery, Action, Adventure",3.05,Bad
44460,Spermula,"Science Fiction, Horror",5.5,Good
44462,Kytice,"Drama, Action, Comedy",7.1,Good
44463,Assault of the Killer Bimbos,"Action, Comedy, Thriller",3.05,Bad
44464,強殖装甲ガイバー,"Science Fiction, Animation, Foreign, Action, Horror",6.2,Good
44465,Snuff 102,"Thriller, Horror",3.4,Bad
44466,Un Prince (presque) charmant,"Romance, Comedy",5.2,Good
44467,Shark Zone,"Action, Adventure, Drama, Horror, Thriller",3.05,Bad
44468,À gauche en sortant de l'ascenseur,Comedy,6.9,Good
44469,Griechische Feigen,"Comedy, Romance",5.7,Good
44470,La mirada del otro,,6,Good
44471,Schulmädchen-Report: Was Eltern nicht für möglich halten,Drama,4.6,Bad
44472,Open Graves,"Horror, Thriller",4.6,Bad
44473,ブラックマジックM(マリオ)-66,"Action, Animation, Science Fiction",7,Good
44474,Dr. Alien,"Comedy, Science Fiction",6.1,Good
44476,Combustión,Action,5.4,Good
44477,Adventures Of A Taxi Driver,Comedy,6.8,Good
44478,Les Fugitifs,"Comedy, Crime",6.7,Good
44479,L'uomo che guarda,"Drama, Romance",4.1,Bad
44480,The Chronicles of Riddick: Dark Fury,"Action, Animation, Science Fiction, Thriller",5.9,Good
44481,She,"Action, Adventure, Fantasy",5.2,Good
44482,Der Schuh des Manitu,"Comedy, Western",6.7,Good
44483,エクスマキナ,"Animation, Action, Thriller, Science Fiction",6.6,Good
44484,ยักษ์,"Science Fiction, Animation, Fantasy, Comedy, Family",4.8,Bad
44485,The Dark Side of The Moon,"Horror, Action, Thriller, Science Fiction",4.7,Bad
44486,Моя морячка,Comedy,3.05,Bad
44487,Sem Starikov i Odna Devushka,Comedy,5,Good
44488,Zhenitba Balzaminova,Comedy,6.9,Good
44489,Kortik,"Adventure, Family",5.5,Good
44490,Beregite Zhenshchin!,"Comedy, Romance, Music",5,Good
44491,Potseluy Babochki,"Action, Romance, Crime",3.05,Bad
44492,ประวัติพระพุทธเจ้า,"History, Documentary, Animation, Drama",5.3,Good
44493,Чистилище,War,4.5,Bad
44494,Rammstein: Live aus Berlin,Music,9,Very Good
44495,Pelmeni,"Comedy, Drama",7,Good
44496,Премия,"Drama, Foreign, TV Movie",3.7,Bad
44498,Индиго,"Mystery, Thriller, Fantasy",3.7,Bad
44499,Stryapukha,"Comedy, Romance",3.05,Bad
44500,Valentin i Valentina,"Drama, Romance",4.3,Bad
44501,Gde Nakhoditsya Nofelet?,Comedy,4,Bad
44502,Зигзаг удачи,Comedy,6,Good
44503,Будьте моим мужем,"Comedy, Romance",4.5,Bad
44504,Любимая женщина механика Гаврилова,"Romance, Comedy",5,Good
44505,Podkidysh,"Comedy, Drama",5.8,Good
44506,Трактористы,"Romance, Drama, Comedy",4,Bad
44507,Мачеха,Drama,7,Good
44508,Le Voyage imaginaire,"Comedy, Drama, Fantasy",6.5,Good
44509,Belye Rosy,Comedy,6.4,Good
44510,Человек-невидимка,"Drama, Science Fiction",5,Good
44511,Три тополя на Плющихе,"Drama, Romance",7.6,Good
44512,Три плюс два,"Comedy, Romance",7.4,Good
44513,The Tracker,Action,6,Good
44514,The Dancer,Drama,4.6,Bad
44515,One Way,"Crime, Foreign, Mystery, Thriller",4.9,Bad
44516,Necronomicon - Geträumte Sünden,"Horror, Foreign",6.4,Good
44517,"Och, Karol","Comedy, Romance",6.5,Good
44518,La campana del infierno,"Foreign, Horror",6.6,Good
44519,Exit,"Thriller, Science Fiction, Crime",5,Good
44520,Wymyk,"Drama, Family",7.1,Good
44521,Herois,"Drama, Adventure",7.6,Good
44522,Zítra vstanu a opařím se čajem,"Comedy, Science Fiction, War",6.3,Good
44523,ДухLess 2,Drama,4.4,Bad
44524,Dumb: The Story of Big Brother Magazine,Documentary,6,Good
44525,Parsifal,"Drama, Music",8.3,Very Good
44526,Carmín Tropical,,6,Good
44527,L'économie du couple,"Drama, Comedy",5.9,Good
44528,Thunder Road,"Drama, Comedy",8,Very Good
44529,Manoman,"Drama, Animation",7,Good
44530,The Most Beautiful Thing,,4.5,Bad
44531,Die gläserne Zelle,"Drama, Crime",5,Good
44532,Anna Karenina,"Drama, Romance",5.3,Good
44533,Das Versprechen,"Crime, Documentary",4.5,Bad
44536,The Farthest,Documentary,8.3,Very Good
44537,Za Posledney Chertoy,"Action, Crime, Drama",5.3,Good
44538,Шал,"Action, Adventure, Drama",4,Bad
44539,Garoojigi,"Comedy, Fantasy, Drama",6.2,Good
44540,A Stork's Journey,"Adventure, Animation",5.1,Good
44541,A Grande Família: O Filme,Comedy,5.5,Good
44542,Macbeth,Drama,6.9,Good
44543,Tiger Raid,Thriller,4,Bad
44544,L'alpagueur,"Crime, Action, Thriller",6.4,Good
44545,Nikto Ne Khotel Umirat,Drama,5.8,Good
44546,Up in the World,Comedy,6.5,Good
44547,Zhivye i Myortvye,"War, Drama",5,Good
44548,ラブホテル,,5,Good
44549,Nunca vas a estar solo,"Crime, Drama",7.6,Good
44551,The Journey,Drama,7.4,Good
44552,McLaren,Documentary,8,Very Good
44553,Kader,Drama,7.7,Good
44554,Коммунист,Drama,6.7,Good
44555,La Danseuse,Drama,6.3,Good
44556,Grow Your Own,Comedy,6.2,Good
44557,Батальонъ,"War, Action, Drama, History",5.9,Good
44558,All About the Money,"Comedy, Action, Adventure",6.7,Good
44559,30 Years to Life,"Science Fiction, Thriller",5,Good
44561,Malenkaya Vera,"Drama, Romance",6.4,Good
44562,Delo Rumyantseva,"Crime, Mystery, Drama",5,Good
44564,Aniskin i Fantomas,"Comedy, Mystery",6,Good
44565,C'est quoi cette famille ?!,Comedy,6.2,Good
44566,Зимняя вишня,"Comedy, Romance, Drama",4,Bad
44567,Ехали в трамвае Ильф и Петров,Comedy,6,Good
44568,Blondinka za Uglom,"Comedy, Romance",6,Good
44569,Tiger Shark,"Drama, Romance",7.8,Good
44570,Usatyy Nyan,"Family, Comedy",8.5,Very Good
44571,Ленин в Октябре,"Drama, History",5.2,Good
44572,Влюблен по собственному желанию,"Romance, Comedy",3.5,Bad
44573,Приключения Домовёнка,Animation,9,Very Good
44574,Карнавал,"Comedy, Drama, Romance",8.3,Very Good
44575,Он вам не Димон,"Mystery, Documentary",7.5,Good
44578,Brain on Fire,Drama,8,Very Good
44580,Fanaa,"Action, Drama, Romance, Thriller",6.7,Good
44581,One Day Since Yesterday: Peter Bogdanovich & the Lost American Film,Documentary,8,Very Good
44582,루시드 드림,"Science Fiction, Thriller",6.8,Good
44583,Fish and Elephant,,4.8,Bad
44584,Drone,Thriller,5.7,Good
44585,Dragonheart: Battle for the Heartfire,Adventure,5.7,Good
44586,Solomennaya Shlyapka,Comedy,6.3,Good
44587,Podranki,Drama,6.8,Good
44588,暗花,"Action, Crime, Drama, Thriller",6.4,Good
44589,Tourist Trap,"Horror, Mystery, Thriller",6.3,Good
44590,Stasis,"Adventure, Science Fiction",4,Bad
44591,Amor.com,Romance,6.8,Good
44593,A Religiosa Portuguesa,Drama,6.2,Good
44594,Sinbad il marinaio,Adventure,5.4,Good
44595,Growing Up Smith,"Comedy, Family, Drama",7.4,Good
44597,That Thing Called Tadhana,Romance,6.5,Good
44600,I'll Take You There,"Comedy, Romance, Drama",6,Good
44601,Gulliver's Travels,"Adventure, Family, Fantasy",6.9,Good
44602,AWOL,Drama,5.3,Good
44603,Mon Ange,"Romance, Comedy, Drama",5,Good
44604,Shimmer Lake,"Thriller, Crime, Drama, Mystery",6,Good
44605,How to Lose Weight in 4 Easy Steps!,Drama,7,Good
44606,"Jak daleko stąd, jak blisko",Drama,5,Good
44607,Ded Moroz i seriy volk,,4.5,Bad
44608,Nuit noire,Drama,7.7,Good
44609,Варежка,Animation,7,Good
44610,Der Sandmann,"Comedy, Drama, Fantasy",5.8,Good
44611,Собака на сене,Comedy,5.8,Good
44612,非凡任务,"Action, Crime, Thriller",8.7,Very Good
44614,Let Me Make You a Martyr,"Action, Mystery, Drama, Crime, Thriller, Fantasy",6.1,Good
44615,Word Is Out,Documentary,6.5,Good
44616,Le grand Méliès,"Documentary, Drama",8,Very Good
44617,Une partie de cartes,Documentary,4.7,Bad
44618,Die Mitte der Welt,"Drama, Family",7.7,Good
44620,Ernelláék Farkaséknál,"Comedy, Drama",4,Bad
44621,銀河英雄伝説外伝 黄金の翼,Animation,8,Very Good
44622,Une nuit terrible,"Comedy, Horror",6.2,Good
44624,What Happened to Monday,"Science Fiction, Thriller",7.3,Good
44625,Malcolm X,Documentary,7.5,Good
44626,House of Last Things,"Fantasy, Thriller",5.2,Good
44627,7:19,"Thriller, Drama",6.7,Good
44628,The Son of Bigfoot,"Animation, Comedy",6.6,Good
44630,The Tamarind Seed,"Drama, Romance, Foreign",6.8,Good
44631,Testről és lélekről,"Drama, Romance",7.7,Good
44632,Atomic Blonde,"Action, Thriller",6.1,Good
44633,Duck Dodgers in the 24½th Century,"Animation, Comedy, Science Fiction",7.7,Good
44634,The Wearing of the Grin,Animation,6,Good
44635,The Great Piggy Bank Robbery,"Animation, Comedy, Family",6.9,Good
44637,Bunker Hill Bunny,,7.6,Good
44638,Don't Give Up the Sheep,,8.4,Very Good
44639,Bully for Bugs,Animation,7.1,Good
44640,Ali Baba Bunny,"Animation, Family, Comedy",6.7,Good
44641,Vratné lahve,Comedy,7.3,Good
44642,Freistatt,Drama,7.3,Good
44643,The Actors,Comedy,6.7,Good
44644,Wo die grünen Ameisen träumen,Drama,7.1,Good
44645,God Of War,"Action, History",5,Good
44646,Escamotage d'une dame chez Robert-Houdin,,5.5,Good
44647,Le Cauchemar,Horror,6.8,Good
44648,Le château hanté,Horror,5.6,Good
44649,Shima wa moratta,,5,Good
44650,Shree 420,"Romance, Drama",9,Very Good
44651,Moving Day,Animation,5.6,Good
44652,No Smoking,,6.8,Good
44653,Donald's Nephews,Animation,5.5,Good
44654,Home Made Home,,7,Good
44655,La prise de Tournavos,"Action, War, Drama, History",4.6,Bad
44656,Dark Harbor,"Thriller, Drama",4.6,Bad
44657,Dédales,"Crime, Drama, Mystery, Thriller",7,Good
44658,Aaron's Blood,"Drama, Horror, Mystery, Thriller",4.8,Bad
44660,Alexander Graham Bell: The Sound and the Silence,"History, Drama",5,Good
44661,재심,Drama,6.9,Good
44662,Saving Banksy,Documentary,6.1,Good
44663,The Exception,Drama,6.5,Good
44665,Entre Calais et Douvres,,5,Good
44667,L'Auberge ensorcelée,Fantasy,6.2,Good
44668,Après le Bal,,4.8,Bad
44669,Visite sous-marine du Maine,,5.6,Good
44670,Patchwork,"Horror, Comedy",6.2,Good
44671,BoJack Horseman Christmas Special: Sabrina's Christmas Wish,"Comedy, TV Movie",6.6,Good
44672,Panorama pris d'un train en marche,Documentary,4.4,Bad
44673,La buena nueva,Drama,6,Good
44674,Goon: Last of the Enforcers,Comedy,6,Good
44676,Fotograf,"Comedy, Drama",4.3,Bad
44677,Black Mirror: White Christmas,"Drama, Horror, Mystery, Science Fiction, Thriller, TV Movie",8.3,Very Good
44678,Dunkirk,"Action, Drama, History, Thriller, War",7.5,Good
44679,Herakles,Documentary,6.1,Good
44680,Letzte Worte,Documentary,5,Good
44681,Massnahmen gegen Fanatiker,Comedy,5.4,Good
44682,Behinderte Zukunft,Documentary,7.6,Good
44683,Mit mir will keiner spielen,Drama,6.3,Good
44684,Echos aus einem düsteren Reich,Documentary,6.8,Good
44685,Pilgrimage,Documentary,4.6,Bad
44686,Fast and Furry-Ous,Animation,7,Good
44687,Feed the Kitty,"Animation, Family, Comedy",7.2,Good
